J,Jpp,Kc_aprox,Kcpp_aprox,active_B0a,active_B0b,active_B0c,active_dipole,active_m,active_polar,active_rms_quadrupole,active_weight,broadness_jeanna,d_act_per,is_self,m,perturber_B0a,perturber_B0b,perturber_B0c,perturber_dipole,perturber_m,perturber_polar,perturber_rms_quadrupole,perturber_weight
55.5,5.5,45.0,81.0,0.09107,0.85179,0.8282,1.2974,2.0,2.507,0.0,95.92568,0.09969431,342.75,0.0,10.0,27.8806313,0.39021,0.79287185,0.715,2.0,1.71,0.76412215,146.0554
69.0,79.5,96.0,76.5,5.1734,0.85179,0.20285674,1.813,6.0,3.21,0.78954903,2.01588,0.07399752,448.0,0.0,12.0,20.46362,0.32192,0.62048896,0.159,4.0,2.515,0.0,28.97
30.0,59.5,92.0,60.0,5.1734,0.82323552,0.39021,1.6552,2.0,3.02,2.51258831,26.0373,0.12677301,386.7,1.0,4.0,0.346,1.43767,0.1091,1.109,2.0,1.698,0.07071068,20.00689
65.0,59.0,17.0,69.5,20.46362,0.817084,1.43767,1.4719,2.0,1.698,0.78954903,18.0153,0.06328546,413.8,1.0,10.0,20.47007,14.5217696,0.20285674,1.826526,4.0,1.562,0.84357839,79.926277
27.5,55.0,21.5,6.0,0.346,18.5519677,0.39021,1.67229184,2.0,1.953,0.41295036,79.926277,0.0669931,300.0,0.0,10.0,20.47007,60.853,0.09107,0.715,2.64,1.67892,0.30886424,80.063
113.0,81.5,64.0,20.5,5.182,10.4401993,8.34923939,1.109,6.0,5.61,2.00771188,53.97324,0.07815196,361.0,0.0,6.0,5.2412,0.09107,1.43767,1.51,2.0,19.029,1.6541585,44.071
84.0,136.0,59.0,75.5,27.8806313,0.50424,0.25021,1.6331,4.0,1.298,1.64048773,30.026,0.05235715,442.9,1.0,8.64,9.94664516,0.62048896,6.22750356,1.4719,2.64,1.501,4.41046071,35.976793
103.0,7.0,82.5,7.5,5.1734,5.2412,60.853,1.957,6.0,2.103,0.41295036,16.0425,0.06561478,370.6,1.0,6.0,4.25240851,0.85179,8.34923939,1.81,2.0,1.501,0.36769553,17.0305
86.0,83.5,82.0,76.0,0.346,1.0012,0.85179,1.38,6.0,3.616,0.07071068,34.0329,0.05248072,353.2,0.0,8.0,4.25240851,1.92252895,0.39021,0.0,4.0,1.562,4.41046071,44.0095
26.5,85.0,8.5,6.5,0.346,0.09107,60.853,1.957,6.0,1.501,2.83596962,2.01588,0.05235715,348.95,1.0,10.0,0.09107,0.85179,1.43767,1.38,2.64,1.67892,0.76412215,53.97324
6.0,56.5,19.5,86.0,100000.0,0.3441739,0.4912,1.81,4.0,3.487,3.65367851,47.0134,0.13865993,344.7,1.0,12.0,4.25240851,0.1091,10.4401993,1.957,6.0,1.501,1.64048773,44.0095
105.0,26.5,121.0,36.0,20.46362,1.69614207,0.4912,1.109,2.0,19.029,0.76412215,141.939,0.06509057,442.9,0.0,10.0,5.24631,16051.1165,0.173,0.715,2.64,2.215,0.83259471,146.0554
125.0,17.5,120.0,42.0,100000.0,20.5597234,0.4912,1.6552,4.0,5.61,0.0,17.0305,0.05196981,438.4,1.0,10.0,0.346,0.3528,1.43767,1.857,2.0,2.507,0.0,28.0134
138.0,57.5,9.0,83.5,9.57789,0.09107,1.13425949,1.813,4.0,7.325,0.46244783,17.0073,0.05675657,380.0,0.0,10.0,100000.0,0.85179,1.67195,0.11011,6.0,8.749,0.41295036,16.0425
35.5,162.0,41.5,71.0,100000.0,1.43767,20.5597234,1.2974,4.0,2.103,1.6541585,28.0134,0.04520578,395.0,0.0,8.0,9.94664516,1.69614207,0.4912,1.857,2.0,5.61,2.71717568,2.33375552
140.0,62.5,94.0,112.0,27.8806313,0.25021,0.34634,1.81,2.0,2.515,0.41295036,80.063,0.06320568,429.4,1.0,8.64,5.2412,8.34923939,60.853,1.4719,2.64,1.698,3.02500281,32.0419
36.0,47.5,78.0,12.5,5.182,1.29536237,20.5597234,1.847,6.0,1.953,0.46244783,53.97324,0.05346877,314.8,1.0,6.0,0.09107,5.2412,0.34634,1.51,2.64,1.698,2.51258831,44.071
160.0,121.0,37.5,9.0,9.94664516,0.817084,20.5597234,1.6331,2.0,3.616,0.0,31.9988,0.04614754,368.2,1.0,8.0,20.46362,1.43767,20.5597234,0.11011,2.0,3.02,0.36769553,50.96825
1.5,156.0,22.0,76.0,20.47007,0.85179,0.8282,0.0,4.0,2.507,1.95366544,95.92568,0.17210159,376.0,1.0,4.0,5.24631,0.817084,0.62048896,1.2974,6.0,2.448,2.51258831,16.0425
66.5,46.5,31.5,66.0,100000.0,0.25021,0.39021,1.813,4.0,3.438,2.51258831,26.0373,0.13865993,339.5,1.0,8.0,0.346,8.34923939,0.39021,1.81,4.0,19.029,2.00771188,28.0134
87.0,32.0,60.5,92.0,20.46362,0.62048896,4.74202,1.109,4.0,3.487,0.2192031,146.0554,0.18249688,347.85,1.0,12.0,0.09107,20.5597234,6.22750356,1.38,2.64,1.953,0.41295036,2.33375552
44.5,4.5,30.0,35.0,20.46362,8.34923939,0.32192,2.331,6.0,3.21,1.70683411,15.0234751,0.04760546,442.9,0.0,8.0,5.24631,16051.1165,60.853,1.2974,2.64,2.515,0.98570685,35.976793
45.0,124.0,49.0,10.5,4.828,18.5519677,0.4912,1.67229184,4.0,5.453,0.36769553,79.926277,0.06509057,375.0,1.0,12.0,100000.0,0.85179,0.09107,1.81,4.0,19.029,1.6541585,35.976793
104.0,57.0,73.5,45.5,2.0273542,0.346,0.8282,1.813,6.0,4.49,2.71717568,16.0425,0.05648214,413.8,0.0,8.0,100000.0,0.09107,0.85179,1.857,2.0,1.698,0.84357839,28.0134
100.0,48.0,39.5,77.5,20.47007,5.2412,0.62048896,1.38,2.0,2.448,0.46244783,30.0061,0.11915375,370.0,0.0,4.0,0.09107,8.34923939,0.173,1.826526,4.0,5.61,0.30886424,18.0153
52.5,109.0,26.0,30.5,5.24631,1.176646,0.39021,1.6331,2.0,4.188,1.6541585,93.9529,0.05514621,380.0,1.0,8.64,5.2412,60.853,5.2412,0.0,2.64,3.02,2.00771188,35.976793
45.5,80.5,41.0,68.5,9.57789,0.50424,0.09107,0.45,4.0,1.953,0.76412215,53.97324,0.05618405,351.5,1.0,8.0,100000.0,0.3528,60.853,0.159,2.0,1.71,4.41046071,28.0101
107.0,158.0,78.5,34.0,9.94664516,0.32192,1.176646,2.331,4.0,19.029,0.46244783,28.0532,0.0496352,355.0,1.0,10.0,5.182,10.4401993,0.4912,1.857,4.0,2.54,2.43810418,53.97324
94.0,100.0,22.0,74.0,9.94664516,1.0012,1.67195,0.45,6.0,2.515,0.84357839,53.97324,0.04357088,300.0,0.0,4.0,5.182,1.69614207,10.4401993,0.11011,2.0,5.39684463,0.41295036,76.141
37.5,40.5,67.0,70.0,5.24631,0.346,4.74202,1.6331,2.0,1.501,4.47975717,34.0329,0.04071358,386.7,0.0,6.0,20.47007,1.92252895,1.6227512,1.4719,6.0,0.69436,0.98994949,79.926277
16.5,11.5,7.5,24.5,9.40552614,6.42637,60.853,0.11011,6.0,1.698,3.02500281,53.97324,0.04467116,347.0,0.0,8.0,100000.0,0.85179,0.79287185,1.857,4.0,2.515,0.07071068,28.0134
100.0,17.0,83.5,84.0,100000.0,20.5597234,18.5519677,1.51,2.0,2.77,0.98570685,32.0419,0.03201732,444.4,0.0,8.0,20.47007,8.34923939,0.32192,0.159,2.64,1.698,2.43810418,44.071
57.5,21.0,38.0,31.5,5.2412,0.346,0.817084,1.6552,4.0,2.215,0.0,30.026,0.04172132,307.75,1.0,8.0,27.8806313,0.39021,51.3761602,1.38,2.0,1.71,4.41046071,146.0554
29.5,100.0,2.0,59.5,9.94664516,20.5597234,0.85179,1.6331,4.0,5.39684463,1.6541585,30.026,0.04071358,347.0,1.0,8.0,4.25240851,0.62048896,0.34634,1.81,6.0,1.67892,0.2192031,76.141
156.0,149.0,17.5,35.0,100000.0,0.3528,1.13425949,1.957,4.0,2.515,0.98994949,18.0153,0.038572,333.9,0.0,12.0,0.346,0.39021,1.6227512,1.857,6.0,2.507,1.95366544,2.01588
8.0,151.0,31.0,24.5,9.57789,1.176646,0.4912,1.6331,6.0,19.029,0.36769553,28.0532,0.05211999,342.75,1.0,8.0,27.8806313,14.5217696,51.3761602,1.38,2.0,19.029,0.98994949,44.0095
21.5,17.5,67.5,76.5,4.828,1.67195,9.27770838,0.0,4.0,5.61,2.92049556,64.064,0.05514621,303.0,0.0,4.0,5.2412,60.853,0.85179,0.828,4.0,3.616,0.0,30.0061
145.0,103.0,38.5,92.0,9.94664516,0.09107,10.4401993,0.45,2.0,5.61,2.83596962,28.0101,0.04077859,429.4,0.0,12.0,100000.0,60.853,1.69614207,1.2974,6.0,0.787,0.41295036,44.071
17.5,75.0,36.5,37.5,5.2412,1.67195,0.32192,1.109,6.0,1.71,0.76412215,15.0234751,0.0560216,438.4,0.0,12.0,5.182,1.6227512,1.69614207,0.159,4.0,2.448,1.64048773,28.0101
167.0,139.0,56.5,26.0,9.40552614,5.2412,1.43767,0.159,6.0,0.787,1.3576325,2.01588,0.06048193,360.5,0.0,8.64,100000.0,0.20285674,0.20285674,1.109,6.0,1.71,2.00771188,76.141
1.5,153.0,23.5,111.0,9.40552614,1.69614207,1.43767,1.81,6.0,1.698,0.76412215,141.939,0.04158464,332.0,1.0,8.0,100000.0,0.20285674,1.92252895,1.38,2.0,5.09,0.36769553,60.075
17.5,74.0,118.0,78.0,20.47007,20.5597234,6.22750356,1.67229184,6.0,3.438,0.98994949,2.01588,0.06365723,368.5,1.0,12.0,27.8806313,0.32192,0.85179,0.828,2.0,3.616,1.95366544,93.9529
40.5,42.0,56.0,95.0,0.09107,1.176646,0.817084,1.826526,2.0,3.616,0.24859606,80.063,0.0466762,351.5,1.0,8.0,27.8806313,0.50424,1.69614207,1.826526,2.0,8.749,0.98570685,2.33375552
105.0,164.0,3.5,57.5,5.2412,1.92252895,1.176646,1.6331,2.0,1.71,0.76412215,35.976793,0.05196981,314.8,0.0,10.0,20.47007,60.853,0.62048896,1.847,4.0,2.515,0.07071068,95.92568
58.5,11.0,72.0,14.5,4.828,0.62048896,0.8282,1.6331,2.0,2.54,1.70683411,34.0329,0.02688417,338.0,1.0,6.0,5.182,8.34923939,0.09107,1.4719,4.0,3.438,2.09633013,17.0305
119.0,74.0,34.0,69.5,20.46362,1.43767,0.817084,1.51,4.0,0.787,1.95366544,20.00689,0.04375836,442.9,0.0,12.0,4.25240851,5.2412,1.67195,0.828,2.0,3.21,0.07071068,80.063
52.5,27.5,75.5,25.5,9.57789,1.69614207,8.34923939,1.67229184,2.0,3.487,0.78954903,18.0153,0.14524111,347.85,0.0,6.0,20.47007,16051.1165,1.92252895,1.857,2.0,8.749,4.41046071,20.00689
5.5,145.0,55.5,73.5,100000.0,9.94664516,1.13425949,0.715,6.0,5.39684463,2.83596962,15.0234751,0.04071358,285.5,0.0,8.64,0.346,5.2412,5.2412,0.11011,2.0,8.749,2.51258831,79.926277
168.0,104.0,44.5,40.0,27.8806313,20.5597234,0.62048896,1.62,6.0,5.61,2.51258831,30.0061,0.04172132,334.5,1.0,6.0,100000.0,0.39021,8.34923939,1.4719,2.64,1.67892,0.84357839,20.00689
27.0,149.0,93.0,18.5,5.1734,1.67195,0.85179,0.0,2.0,0.8,0.0,15.0234751,0.02688417,317.0,1.0,8.0,0.346,0.32192,0.20285674,1.38,4.0,2.215,2.43810418,146.0554
65.5,28.0,73.5,26.0,9.40552614,1.69614207,0.79287185,1.67229184,4.0,0.8,3.70806796,93.9529,0.05648214,285.5,1.0,6.0,0.346,0.3528,6.22750356,1.51,6.0,5.39684463,0.07071068,28.0101
6.0,146.0,20.0,108.0,0.346,1.0012,0.34634,1.813,2.0,0.8,0.24859606,30.0061,0.04520578,340.2,1.0,4.0,9.94664516,20.5597234,5.2412,1.81,6.0,0.69436,0.36769553,53.97324
114.0,103.0,54.0,86.0,5.182,0.09107,4.74202,1.2974,2.0,1.71,0.2192031,28.0101,0.04614754,395.0,1.0,12.0,100000.0,8.34923939,51.3761602,1.957,2.64,1.953,0.07071068,76.141
115.0,2.5,98.0,104.0,5.24631,0.62048896,0.09107,2.331,6.0,0.8,0.46244783,53.97324,0.0669931,368.5,1.0,12.0,9.94664516,0.32192,0.09107,1.81,4.0,2.507,0.78954903,28.0134
14.0,155.0,76.0,72.5,100000.0,6.42637,0.25021,1.109,6.0,1.698,1.95366544,17.0305,0.03636004,363.0,0.0,8.0,27.8806313,9.94664516,0.85179,1.38,2.64,2.515,0.78954903,80.063
163.0,93.0,77.5,83.5,5.182,10.4401993,0.62048896,0.0,6.0,3.21,0.0,80.063,0.06273792,324.7,0.0,10.0,27.8806313,1.67195,0.32192,0.159,2.64,5.39684463,0.83259471,16.0425
76.0,134.0,115.0,76.5,2.0273542,60.853,6.22750356,0.715,6.0,5.61,0.84357839,26.0373,0.04110102,363.0,1.0,12.0,27.8806313,8.34923939,0.20285674,1.2974,4.0,3.438,1.64048773,16.0425
156.0,65.0,41.0,7.0,20.46362,0.817084,0.79287185,1.6552,4.0,2.54,0.78954903,127.91241,0.04731758,301.9,1.0,6.0,5.24631,0.82323552,0.4912,0.0,2.0,2.103,1.70683411,95.92568
74.0,40.5,90.0,32.0,9.94664516,0.3441739,6.42637,0.11011,4.0,4.188,0.78954903,28.0101,0.16984114,353.0,1.0,4.0,0.346,1.67195,1.69614207,0.0,2.0,3.438,0.41295036,34.0329
149.0,51.5,25.0,33.5,9.57789,0.20285674,0.32192,1.6331,2.0,2.507,0.07071068,32.0419,0.06328546,329.0,1.0,8.64,0.346,0.3528,1.92252895,1.109,2.0,3.616,0.98570685,32.0419
82.5,16.0,56.5,25.5,9.94664516,14.5217696,10.4401993,0.0,4.0,7.325,0.2192031,17.0305,0.05141102,380.2,0.0,4.0,9.94664516,16051.1165,1.6227512,1.957,4.0,3.21,1.6541585,2.01588
141.0,17.5,33.0,11.5,9.57789,1.0012,0.25021,1.6331,2.0,0.8,0.98570685,95.92568,0.04726332,448.0,1.0,10.0,4.25240851,1.92252895,0.817084,1.51,6.0,2.54,1.70683411,32.0419
28.0,152.0,116.0,47.0,4.25240851,0.39021,0.817084,1.826526,2.0,3.616,0.24859606,30.0061,0.06049039,361.0,1.0,6.0,0.346,0.82323552,0.85179,1.826526,2.0,1.67892,0.76412215,50.96825
21.5,166.0,58.0,3.5,9.94664516,0.346,0.62048896,1.51,2.0,1.562,2.71717568,2.01588,0.0655435,335.3,1.0,4.0,27.8806313,1.43767,1.69614207,1.38,2.0,2.448,0.76412215,28.0134
11.0,38.0,26.5,23.0,9.40552614,0.41778,1.67195,0.715,4.0,2.507,4.41046071,79.926277,0.05275517,331.95,1.0,6.0,20.46362,0.09107,0.20285674,1.2974,2.64,5.61,0.83259471,34.0329
33.0,12.0,71.0,58.0,3.09855,0.346,1.67195,1.813,4.0,0.787,1.6541585,17.0305,0.05235715,395.0,1.0,12.0,100000.0,20.5597234,1.6227512,1.67229184,2.0,5.61,2.43810418,35.976793
81.5,78.0,98.0,99.0,5.182,0.32192,0.62048896,1.81,4.0,2.247,0.0,95.92568,0.04731758,370.2,0.0,6.0,9.94664516,0.3528,20.5597234,1.957,2.0,3.02,2.09633013,76.141
60.0,42.5,116.0,58.5,9.40552614,60.853,0.20285674,1.847,4.0,3.21,4.47975717,50.96825,0.06273792,353.2,0.0,10.0,27.8806313,0.20285674,0.62048896,1.957,4.0,2.103,0.36769553,79.926277
6.0,103.0,103.0,12.5,3.09855,0.32192,0.4912,1.2974,6.0,7.325,1.95366544,53.97324,0.04815153,370.2,0.0,8.64,0.346,8.34923939,0.173,0.159,4.0,0.8,0.83259471,18.0153
68.5,82.0,77.5,115.0,5.182,1.176646,10.4401993,0.0,2.0,1.298,1.64048773,17.0073,0.04815153,285.5,1.0,8.0,20.47007,1.69614207,0.34634,0.828,6.0,1.71,0.2192031,93.9529
63.0,37.5,8.5,44.0,4.25240851,18.5519677,0.79287185,1.62,6.0,5.61,2.09633013,26.0373,0.11531308,470.0,0.0,8.64,5.2412,16051.1165,1.69614207,1.857,2.64,2.103,3.02500281,35.976793
42.5,101.0,49.5,66.0,0.09107,1.43767,4.74202,1.857,4.0,2.103,0.78954903,28.0134,0.18249688,360.5,0.0,12.0,4.25240851,5.2412,60.853,0.828,4.0,1.953,4.41046071,53.97324
48.0,146.0,112.0,10.0,9.94664516,10.4401993,0.39021,0.715,6.0,1.562,2.83596962,18.0153,0.04520578,448.0,0.0,8.0,0.346,1.69614207,0.39021,1.67229184,2.64,1.71,0.76412215,44.071
74.0,77.5,6.5,113.0,20.46362,0.41778,1.43767,1.857,2.0,0.8,1.70683411,28.0532,0.038427,329.0,1.0,8.0,0.346,0.85179,8.34923939,1.2974,2.64,1.71,2.71717568,146.0554
97.0,62.5,60.0,112.0,4.828,0.346,10.4401993,0.45,2.0,2.77,2.92049556,28.0532,0.06509057,373.0,1.0,8.64,0.346,0.32192,8.34923939,0.11011,2.64,3.438,0.30886424,17.0305
32.5,138.0,51.5,18.0,2.0273542,0.41778,0.25021,1.51,6.0,5.453,0.76412215,28.0532,0.05793135,331.95,0.0,4.0,4.25240851,0.32192,1.6227512,1.2974,4.0,1.698,0.36769553,18.0153
40.0,63.0,117.0,4.5,0.346,6.42637,0.25021,0.715,6.0,1.298,2.09633013,26.0373,0.04135837,370.6,0.0,8.0,100000.0,0.50424,0.817084,0.828,2.64,3.02,0.84357839,28.97
36.5,67.5,59.0,33.0,9.94664516,0.3441739,0.39021,1.813,2.0,5.61,2.83596962,2.01588,0.07399752,338.0,0.0,8.0,5.24631,14.5217696,0.62048896,0.159,4.0,8.749,0.0,76.141
73.0,84.0,23.0,38.0,4.25240851,9.57789,6.22750356,1.62,2.0,3.02,1.3576325,32.0419,0.11915375,320.0,0.0,12.0,20.46362,1.92252895,0.62048896,1.847,6.0,2.448,0.98994949,20.00689
59.0,43.5,46.5,51.0,100000.0,14.5217696,0.32192,1.4719,2.0,0.8,1.64048773,30.0061,0.04135837,429.4,1.0,6.0,5.2412,9.94664516,0.85179,0.715,2.64,1.953,4.41046071,50.96825
42.5,15.0,6.5,4.5,5.2412,0.82323552,0.817084,1.62,2.0,2.448,0.76412215,44.0095,0.05920685,360.5,1.0,4.0,100000.0,0.817084,0.32192,1.957,4.0,0.787,0.2192031,18.0153
4.5,62.0,9.0,43.0,100000.0,60.853,0.32192,1.957,6.0,2.507,0.41295036,44.0095,0.05346877,323.5,1.0,10.0,9.94664516,0.817084,60.853,1.4719,4.0,2.54,0.83259471,44.071
164.0,64.5,15.5,63.0,3.09855,60.853,10.4401993,1.38,4.0,1.562,2.71717568,17.0073,0.04731758,384.2,1.0,6.0,100000.0,1.43767,0.79287185,1.67229184,2.64,2.448,0.36769553,44.0095
89.0,24.0,105.0,67.0,3.09855,1.69614207,0.4912,1.51,2.0,4.188,1.64048773,30.026,0.0655435,347.85,0.0,10.0,20.47007,20.5597234,0.32192,1.957,2.0,1.501,2.71717568,79.926277
5.0,0.0,24.5,33.5,2.0273542,0.39021,0.2935265,1.2974,6.0,3.02,2.71717568,18.0153,0.1504867,416.5,0.0,6.0,5.24631,16051.1165,6.22750356,0.715,4.0,2.448,0.84357839,146.0554
83.5,70.5,108.0,32.5,20.46362,0.25021,18.5519677,1.4719,4.0,5.09,0.98994949,35.976793,0.04815153,338.0,0.0,12.0,20.46362,0.346,0.817084,1.826526,2.0,5.39684463,2.83596962,28.0101
49.0,3.5,41.5,66.5,27.8806313,0.50424,0.25021,1.6331,2.0,5.39684463,1.95366544,50.96825,0.04467116,353.2,1.0,8.0,4.25240851,0.20285674,0.32192,0.715,6.0,2.103,2.43810418,80.063
165.0,4.0,9.5,119.0,4.828,0.62048896,6.42637,0.11011,2.0,1.953,0.46244783,16.0425,0.04135837,324.7,1.0,10.0,5.24631,0.20285674,0.34634,1.857,2.64,1.71,0.30886424,53.97324
8.0,90.0,97.0,11.0,2.0273542,18.5519677,6.22750356,1.81,2.0,4.188,2.83596962,17.0073,0.14524111,347.15,0.0,8.0,20.47007,1.69614207,0.39021,0.0,4.0,5.09,1.70683411,95.92568
94.0,137.0,54.5,64.0,5.182,10.4401993,0.85179,2.331,4.0,4.188,0.98994949,28.0532,0.06481883,371.5,1.0,4.0,0.346,0.20285674,60.853,1.4719,6.0,8.749,0.84357839,53.97324
142.0,22.0,58.5,78.0,4.828,60.853,1.69614207,1.62,2.0,5.09,2.00771188,141.939,0.06320568,351.0,0.0,4.0,5.182,16051.1165,6.22750356,0.828,2.0,1.501,0.41295036,2.01588
6.0,47.5,58.0,3.0,5.2412,0.817084,0.20285674,1.813,4.0,2.507,2.92049556,32.0419,0.03679119,330.75,1.0,12.0,0.09107,0.82323552,1.43767,1.67229184,2.64,0.69436,2.09633013,2.33375552
113.0,32.0,93.0,79.5,4.25240851,1.67195,0.85179,0.45,2.0,2.103,1.70683411,50.96825,0.05374875,416.5,0.0,6.0,27.8806313,0.09107,0.09107,1.51,4.0,0.69436,0.78954903,34.0329
87.0,41.5,79.5,86.0,9.57789,0.20285674,4.74202,1.957,6.0,1.562,1.6541585,32.0419,0.04357088,332.0,0.0,8.0,0.09107,1.67195,20.5597234,1.2974,2.0,3.02,1.64048773,28.0101
110.0,33.0,44.5,70.5,9.57789,0.3528,20.5597234,1.826526,2.0,1.698,1.95366544,60.075,0.0669931,331.95,1.0,10.0,5.182,0.817084,1.43767,1.857,2.64,2.103,2.43810418,17.0305
120.0,105.0,1.5,76.0,9.40552614,0.20285674,0.8282,2.331,6.0,3.616,2.51258831,15.0234751,0.04412344,339.95,0.0,8.64,20.46362,0.82323552,5.2412,0.159,6.0,1.953,1.70683411,76.141
25.0,2.5,39.5,52.0,2.0273542,9.57789,0.34634,1.4719,2.0,5.61,0.2192031,93.9529,0.04673175,331.95,1.0,8.0,20.46362,0.32192,51.3761602,0.715,4.0,0.8,1.6541585,2.01588
52.0,68.0,5.5,64.0,9.94664516,18.5519677,0.39021,0.11011,2.0,2.247,1.6541585,44.071,0.06509057,344.7,1.0,8.64,27.8806313,0.50424,1.69614207,1.2974,4.0,3.02,0.41295036,60.075
56.5,9.0,31.0,76.0,9.40552614,5.2412,0.8282,0.45,6.0,2.448,2.09633013,44.0095,0.11915375,399.5,1.0,6.0,0.09107,0.09107,51.3761602,1.957,2.64,1.67892,2.00771188,34.0329
73.5,85.0,62.5,31.0,2.0273542,18.5519677,0.85179,0.45,6.0,2.448,2.83596962,17.0305,0.05235715,353.0,1.0,6.0,4.25240851,20.5597234,0.20285674,1.2974,2.0,2.515,3.02500281,44.0095
1.0,36.5,22.0,78.5,0.346,1.69614207,6.42637,1.826526,2.0,2.103,2.92049556,30.026,0.11915375,358.0,1.0,12.0,20.47007,0.346,1.69614207,0.715,2.64,1.501,0.30886424,20.00689
58.5,93.0,5.0,118.0,2.0273542,20.5597234,6.42637,0.828,6.0,2.215,1.3576325,31.9988,0.0466762,330.2,1.0,8.64,5.24631,0.85179,5.2412,1.857,2.0,2.448,0.0,2.01588
79.5,84.0,42.5,66.0,5.182,1.43767,0.09107,1.6331,4.0,0.8,3.65367851,30.0061,0.04127771,307.75,0.0,6.0,5.182,14.5217696,0.09107,1.857,4.0,5.61,0.83259471,44.0095
17.5,33.0,37.0,56.0,5.182,1.92252895,20.5597234,2.331,2.0,2.247,3.70806796,93.9529,0.06094009,395.0,0.0,8.0,0.09107,1.6227512,0.32192,1.67229184,4.0,0.787,0.83259471,95.92568
134.0,21.5,78.0,6.0,20.46362,0.85179,0.62048896,1.38,4.0,0.787,0.98570685,60.075,0.07815196,438.4,0.0,8.0,9.94664516,1.67195,0.85179,0.0,4.0,8.749,0.78954903,20.00689
51.0,74.5,16.5,43.5,5.2412,1.0012,0.25021,0.159,6.0,2.215,2.09633013,146.0554,0.04760546,380.0,0.0,8.0,5.2412,0.85179,1.6227512,1.51,6.0,2.54,0.36769553,17.0305
83.5,51.5,6.5,93.0,20.46362,6.42637,1.92252895,1.957,4.0,5.453,2.83596962,47.0134,0.05275517,380.0,1.0,12.0,5.24631,0.3528,0.817084,1.38,6.0,19.029,2.09633013,93.9529
37.0,62.0,58.0,35.5,20.46362,1.67195,10.4401993,1.813,4.0,1.562,0.98570685,32.0419,0.13933063,287.25,0.0,8.64,5.182,1.67195,10.4401993,1.957,2.0,5.39684463,0.98570685,2.33375552
28.5,73.5,61.0,3.0,5.1734,0.25021,18.5519677,0.45,2.0,2.215,0.2192031,80.063,0.04571761,330.0,1.0,6.0,5.24631,1.92252895,0.173,1.4719,2.0,1.501,0.83259471,20.00689
30.0,66.0,20.0,99.0,5.182,0.3528,20.5597234,2.331,6.0,2.515,3.65367851,2.01588,0.0466762,332.0,0.0,10.0,0.346,9.94664516,20.5597234,0.11011,6.0,1.501,2.00771188,31.9988
156.0,59.0,115.0,81.5,5.2412,8.34923939,9.27770838,2.331,6.0,19.029,3.65367851,79.926277,0.04357088,353.2,0.0,10.0,0.346,1.6227512,0.79287185,1.2974,4.0,2.103,1.64048773,44.071
37.5,101.0,49.5,66.0,4.828,0.25021,0.09107,0.828,4.0,3.487,0.98994949,28.0134,0.06365723,361.0,0.0,10.0,4.25240851,60.853,10.4401993,1.109,4.0,2.103,2.00771188,28.0134
25.5,83.0,50.5,0.5,0.09107,1.0012,20.5597234,1.81,6.0,3.882,4.47975717,30.026,0.05211274,332.0,0.0,10.0,5.24631,5.2412,60.853,1.51,4.0,1.698,1.6541585,17.0305
40.5,23.5,2.0,41.5,4.25240851,0.3441739,1.43767,0.159,6.0,2.77,3.70806796,95.92568,0.06049039,330.75,1.0,8.64,20.47007,60.853,6.22750356,1.81,4.0,19.029,2.51258831,31.9988
27.5,21.0,8.5,79.0,9.94664516,0.41778,0.39021,1.857,2.0,2.54,2.23345025,47.0134,0.04172132,340.2,1.0,4.0,27.8806313,0.3528,5.2412,1.38,2.0,1.501,0.78954903,50.96825
106.0,23.0,4.5,118.0,5.1734,0.32192,4.74202,1.51,6.0,2.103,3.02500281,2.01588,0.14524111,347.15,1.0,12.0,100000.0,0.39021,0.79287185,1.38,2.0,19.029,0.78954903,35.976793
78.5,62.0,76.5,10.0,9.94664516,0.346,4.74202,1.38,6.0,1.698,0.46244783,141.939,0.05618405,370.2,1.0,4.0,5.24631,14.5217696,1.69614207,1.826526,2.64,8.749,2.71717568,32.0419
79.0,110.0,26.5,4.0,5.24631,0.346,0.20285674,1.38,4.0,5.453,0.46244783,141.939,0.06977337,347.15,1.0,8.64,0.09107,0.20285674,10.4401993,1.2974,2.0,0.69436,2.83596962,76.141
27.0,141.0,37.5,78.0,20.47007,0.20285674,60.853,1.81,6.0,2.77,2.92049556,31.9988,0.05275517,386.0,1.0,8.0,9.94664516,0.85179,0.32192,1.847,2.0,5.39684463,4.41046071,28.97
138.0,22.0,47.0,65.0,4.828,6.42637,4.74202,1.813,4.0,0.787,2.09633013,18.0153,0.03636004,376.5,1.0,4.0,5.2412,1.69614207,1.67195,1.2974,2.64,4.49,0.30886424,2.33375552
41.5,46.0,24.0,47.5,2.0273542,0.41778,10.4401993,1.6552,2.0,5.39684463,2.09633013,93.9529,0.04815153,347.0,1.0,8.0,20.47007,0.1091,0.34634,1.2974,6.0,3.616,0.07071068,76.141
30.0,108.0,43.0,17.0,9.94664516,0.25021,0.09107,1.847,6.0,3.438,3.02500281,20.00689,0.04158464,285.5,0.0,12.0,4.25240851,0.62048896,0.4912,1.51,2.0,0.787,2.43810418,35.976793
13.0,58.0,90.0,4.5,2.0273542,5.2412,1.69614207,1.67229184,2.0,1.953,1.70683411,2.01588,0.05594409,340.2,1.0,8.0,100000.0,0.39021,0.817084,1.2974,6.0,3.21,0.30886424,44.071
